# Lens 2 (OPL-enforced)
# r_mm, sag_um
1.270767, -14.4804
1.272739, -14.5254
1.274711, -14.5704
1.276683, -14.6155
1.278655, -14.6607
1.280627, -14.7059
1.282598, -14.7512
1.284569, -14.7965
1.286541, -14.8420
1.288512, -14.8874
1.290483, -14.9330
1.292453, -14.9786
1.294424, -15.0243
1.296395, -15.0701
1.298365, -15.1159
1.300335, -15.1618
1.302305, -15.2077
1.304275, -15.2537
1.306245, -15.2998
1.308215, -15.3460
1.310184, -15.3922
1.312153, -15.4385
1.314123, -15.4848
1.316092, -15.5312
1.318061, -15.5777
1.320030, -15.6243
1.321998, -15.6709
1.323967, -15.7176
1.325935, -15.7643
1.327904, -15.8111
1.329872, -15.8580
1.331840, -15.9049
1.333807, -15.9519
1.335775, -15.9990
1.337743, -16.0462
1.339710, -16.0934
1.341677, -16.1406
1.343644, -16.1880
1.345611, -16.2354
1.347578, -16.2829
1.349545, -16.3304
1.351511, -16.3780
1.353478, -16.4257
1.355444, -16.4734
1.357410, -16.5212
1.359376, -16.5690
1.361342, -16.6170
1.363308, -16.6650
1.365273, -16.7130
1.367239, -16.7612
1.369204, -16.8093
1.371169, -16.8576
1.373134, -16.9059
1.375099, -16.9543
1.377063, -17.0028
1.379028, -17.0513
1.380992, -17.0999
1.382956, -17.1485
1.384920, -17.1972
1.386884, -17.2460
1.388848, -17.2948
1.390812, -17.3438
1.392775, -17.3927
1.394739, -17.4418
1.396702, -17.4909
1.398665, -17.5400
1.400628, -17.5893
1.402590, -17.6386
1.404553, -17.6879
1.406515, -17.7374
1.408478, -17.7869
1.410440, -17.8364
1.412402, -17.8861
1.414364, -17.9358
1.416325, -17.9855
1.418287, -18.0353
1.420248, -18.0852
1.422209, -18.1352
1.424170, -18.1852
1.426131, -18.2353
1.428092, -18.2854
1.430053, -18.3356
1.432013, -18.3859
1.433974, -18.4362
1.435934, -18.4866
1.437894, -18.5371
1.439854, -18.5876
1.441813, -18.6382
1.443773, -18.6889
1.445732, -18.7396
1.447691, -18.7904
1.449650, -18.8413
1.451609, -18.8922
1.453568, -18.9432
1.455527, -18.9942
1.457485, -19.0454
1.459444, -19.0965
1.461402, -19.1478
1.463360, -19.1991
1.465318, -19.2505
1.467275, -19.3019
1.469233, -19.3534
1.471190, -19.4050
1.473147, -19.4566
1.475104, -19.5083
1.477061, -19.5600
