# PM780 long-throw L1
# r_mm, sag_um
0.158124, -2.1114
0.158286, -2.1157
0.158447, -2.1200
0.158609, -2.1242
0.158770, -2.1286
0.158932, -2.1329
0.159093, -2.1372
0.159255, -2.1415
0.159416, -2.1458
0.159578, -2.1501
0.159739, -2.1545
0.159901, -2.1588
0.160063, -2.1631
0.160224, -2.1675
0.160386, -2.1718
0.160547, -2.1762
0.160709, -2.1805
0.160870, -2.1849
0.161032, -2.1892
0.161193, -2.1936
0.161355, -2.1980
0.161516, -2.2023
0.161678, -2.2067
0.161839, -2.2111
0.162001, -2.2155
0.162162, -2.2199
0.162324, -2.2243
0.162485, -2.2287
0.162647, -2.2331
0.162808, -2.2375
0.162970, -2.2419
0.163131, -2.2463
0.163293, -2.2507
0.163454, -2.2552
0.163616, -2.2596
0.163777, -2.2640
0.163939, -2.2685
0.164100, -2.2729
0.164262, -2.2774
0.164423, -2.2818
0.164585, -2.2863
0.164746, -2.2907
0.164908, -2.2952
0.165070, -2.2997
0.165231, -2.3041
0.165393, -2.3086
0.165554, -2.3131
0.165716, -2.3176
0.165877, -2.3221
0.166039, -2.3266
0.166200, -2.3311
0.166362, -2.3356
0.166523, -2.3401
0.166685, -2.3446
0.166846, -2.3491
0.167008, -2.3536
0.167169, -2.3581
0.167331, -2.3627
0.167492, -2.3672
0.167654, -2.3717
0.167815, -2.3763
0.167977, -2.3808
0.168138, -2.3854
0.168300, -2.3899
0.168461, -2.3945
0.168623, -2.3990
0.168784, -2.4036
0.168946, -2.4082
0.169107, -2.4128
0.169269, -2.4173
0.169430, -2.4219
0.169592, -2.4265
0.169753, -2.4311
0.169915, -2.4357
0.170077, -2.4403
0.170238, -2.4449
0.170400, -2.4495
0.170561, -2.4541
0.170723, -2.4587
0.170884, -2.4634
0.171046, -2.4680
0.171207, -2.4726
0.171369, -2.4773
0.171530, -2.4819
0.171692, -2.4865
0.171853, -2.4912
0.172015, -2.4958
0.172176, -2.5005
0.172338, -2.5052
0.172499, -2.5098
0.172661, -2.5145
0.172822, -2.5192
0.172984, -2.5238
0.173145, -2.5285
0.173307, -2.5332
0.173468, -2.5379
0.173630, -2.5426
0.173791, -2.5473
0.173953, -2.5520
0.174114, -2.5567
0.174276, -2.5614
0.174437, -2.5661
0.174599, -2.5708
0.174760, -2.5756
0.174922, -2.5803
0.175084, -2.5850
0.175245, -2.5898
0.175407, -2.5945
0.175568, -2.5992
0.175730, -2.6040
0.175891, -2.6087
0.176053, -2.6135
0.176214, -2.6183
0.176376, -2.6230
0.176537, -2.6278
0.176699, -2.6326
0.176860, -2.6374
0.177022, -2.6421
0.177183, -2.6469
0.177345, -2.6517
0.177506, -2.6565
0.177668, -2.6613
0.177829, -2.6661
0.177991, -2.6709
0.178152, -2.6757
0.178314, -2.6805
0.178475, -2.6854
0.178637, -2.6902
0.178798, -2.6950
0.178960, -2.6999
0.179121, -2.7047
0.179283, -2.7095
0.179444, -2.7144
0.179606, -2.7192
0.179767, -2.7241
0.179929, -2.7289
0.180091, -2.7338
0.180252, -2.7387
0.180414, -2.7436
0.180575, -2.7484
0.180737, -2.7533
0.180898, -2.7582
0.181060, -2.7631
0.181221, -2.7680
0.181383, -2.7729
0.181544, -2.7778
0.181706, -2.7827
0.181867, -2.7876
0.182029, -2.7925
0.182190, -2.7974
0.182352, -2.8023
0.182513, -2.8073
0.182675, -2.8122
0.182836, -2.8171
0.182998, -2.8221
0.183159, -2.8270
0.183321, -2.8320
0.183482, -2.8369
0.183644, -2.8419
0.183805, -2.8468
0.183967, -2.8518
0.184128, -2.8568
0.184290, -2.8617
0.184451, -2.8667
0.184613, -2.8717
0.184774, -2.8767
0.184936, -2.8817
0.185098, -2.8867
0.185259, -2.8917
0.185421, -2.8967
0.185582, -2.9017
0.185744, -2.9067
0.185905, -2.9117
0.186067, -2.9167
0.186228, -2.9217
0.186390, -2.9268
0.186551, -2.9318
0.186713, -2.9368
0.186874, -2.9419
0.187036, -2.9469
0.187197, -2.9520
0.187359, -2.9570
0.187520, -2.9621
0.187682, -2.9672
0.187843, -2.9722
0.188005, -2.9773
0.188166, -2.9824
0.188328, -2.9874
0.188489, -2.9925
0.188651, -2.9976
0.188812, -3.0027
0.188974, -3.0078
0.189135, -3.0129
0.189297, -3.0180
0.189458, -3.0231
0.189620, -3.0282
0.189781, -3.0333
0.189943, -3.0385
0.190105, -3.0436
0.190266, -3.0487
0.190428, -3.0538
0.190589, -3.0590
0.190751, -3.0641
0.190912, -3.0693
0.191074, -3.0744
0.191235, -3.0796
0.191397, -3.0847
0.191558, -3.0899
0.191720, -3.0951
0.191881, -3.1002
0.192043, -3.1054
0.192204, -3.1106
0.192366, -3.1158
0.192527, -3.1210
0.192689, -3.1262
0.192850, -3.1313
0.193012, -3.1365
0.193173, -3.1418
0.193335, -3.1470
0.193496, -3.1522
0.193658, -3.1574
0.193819, -3.1626
0.193981, -3.1678
0.194142, -3.1731
0.194304, -3.1783
0.194465, -3.1835
0.194627, -3.1888
0.194788, -3.1940
0.194950, -3.1993
0.195112, -3.2045
0.195273, -3.2098
0.195435, -3.2151
0.195596, -3.2203
0.195758, -3.2256
0.195919, -3.2309
0.196081, -3.2362
0.196242, -3.2414
0.196404, -3.2467
0.196565, -3.2520
0.196727, -3.2573
0.196888, -3.2626
0.197050, -3.2679
0.197211, -3.2732
0.197373, -3.2785
0.197534, -3.2839
0.197696, -3.2892
0.197857, -3.2945
0.198019, -3.2998
0.198180, -3.3052
0.198342, -3.3105
0.198503, -3.3159
0.198665, -3.3212
